listing_id,name,host_id,neighbourhood_id,room_type,price,minimum_nights,availability_365
29628,Sunny Room in New Condo,127608,4,Private room,89,3,278
29683,Stylish & Sleek Apartment Near SoHo!,125857,20,Entire home/apt,185,5,209
30031,NYC artists’ loft with roof deck,129352,21,Private room,50,3,0
30927,Unique & Charming small 1br Apt. LES,120335,24,Entire home/apt,105,3,16
31130,Most Central Location!,117287,8,Private room,130,2,234
31555,Luminous Beautiful West Village Studio,135619,12,Entire home/apt,115,29,12
31902,Sanctuary in East Flatbush,137292,36,Private room,77,2,178
31994,Room with En Suite Bathroom & Deck,137814,4,Private room,76,2,275
32023,FLAT MACDONOUGH,137974,7,Entire home/apt,125,3,163
32037,Huge Private  Floor at The Waverly,116599,4,Private room,135,4,365
32100,"Modern Greenpoint, Brooklyn Apt",138579,21,Entire home/apt,250,29,34
32289,"Sun-drenched, artsy modernist 1 BDRM duplex",139612,13,Entire home/apt,199,3,280
32331,"Sunny, Cobble Hill Apartment",139874,37,Entire home/apt,140,2,0
32363,Fully Furnished Basement Apartment,140025,38,Private room,140,2,1
32965,FLAT MACDONOUGH GARDEN,137974,7,Entire home/apt,115,3,170
32969,Light filled Williamsburg Apartment,142833,13,Entire home/apt,160,3,188
33009,Retreat in Williamsburg,143027,13,Entire home/apt,195,4,214
33014,NYC Zen,143048,20,Entire home/apt,195,3,248
33223,Cozy BR in Wiliamsburg 3 Bedroom,72014,13,Private room,80,3,262
34760,Sunny Room in Old Historical Brooklyn Townhouse,149929,14,Private room,44,8,280
35526,Sun Filled Classic West Village Apt,120291,12,Private room,156,4,307
36121,Lg Rm in Historic Prospect Heights,62165,30,Private room,85,15,339
36133,Classic Artist Loft Williamsburg,142684,13,Private room,125,3,1
36442,Great location. Spacious on PROSPECT PARK,137432,30,Entire home/apt,115,15,269
36647,Private Bdrm/Bathrm. New! Elevator!,157798,5,Private room,69,2,10
36703,"Sunny, clean 1 bdrm in W. Village",158284,12,Entire home/apt,225,45,312
36934,Great location in Williamsburg,159370,13,Entire home/apt,125,6,189
38638,Light and Airy Upper East Side 1 BDR apartment,92788,29,Entire home/apt,219,4,290
38663,Luxury Brownstone in Boerum Hill,165789,39,Entire home/apt,475,3,230
39267,CENTRAL PARK LOFT all for YOU,168417,29,Entire home/apt,99,1,164
39282,Indie-Chic Share In Williamsburg,168525,13,Private room,69,4,53
39593,"A room w/ a Manhattan view, longer stay",110506,40,Private room,79,30,126
39704,"Private, Large & Sunny 1BR w/W&D",170510,7,Entire home/apt,135,2,3
40039,Luxurious Condo in DUBMO with View,171851,41,Private room,250,3,189
40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,29,Entire home/apt,250,3,365
41348,* Spacious GARDEN Park Slope Duplex* 6 people max,180083,35,Entire home/apt,250,2,0
41513,Convenient cozy cheap apt Manhattan,181167,3,Entire home/apt,80,3,0
42580,Parlor Room In Victorian Townhouse,137814,4,Private room,70,2,336
42729,House On Henry (2nd FLR Suite),11481,34,Entire home/apt,165,2,342
42882,New York room with a view,185978,42,Private room,70,2,312
43957,Sunny cozy room in Brklyn townhouse,177536,22,Private room,50,2,37
44096,Room with a View,190409,43,Private room,40,1,353
44161,Light+Open+Airy+Rustic+Modern Loft,193360,13,Entire home/apt,150,2,177
44212,West Inn 2 - East Village,72062,20,Private room,125,1,310
44221,Financial District Luxury Loft,193722,44,Entire home/apt,196,3,0
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,14,Private room,110,2,321
44288,Your own Lovely West Village Studio,193637,12,Entire home/apt,170,3,246
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,126607,3,Entire home/apt,165,3,231
45393,Greenwich Village Stylish Apartment,201297,12,Entire home/apt,150,26,225
45542,Clean and Cozy Harlem Apartment,202249,3,Entire home/apt,100,2,0
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,14,Private room,65,2,0
45910,Beautiful Queens Brownstone! - 5BR,204539,45,Entire home/apt,350,8,365
45936,Couldn't Be Closer To Columbia Uni,867225,46,Private room,99,4,233
45940,Bright Spacious Luxury Condo,204724,13,Entire home/apt,200,4,1
46544,Park Slope haven 15 mins from Soho,8198,17,Entire home/apt,150,5,18
46723,SAFE  AND BEAUTIFUL ACCOMODATION,209460,7,Private room,90,3,343
46911,Large Room in private Brownstone in Park Slope,210746,30,Private room,120,3,250
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,29,Private room,75,3,326
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,7,Entire home/apt,175,26,364
47370,Chelsea Studio sublet 1 - 2 months,214287,15,Entire home/apt,125,3,0
47926,LUX APT IN TIMES SQUARE NEW BUILDING,218404,8,Entire home/apt,275,1,299
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,24,Entire home/apt,299,2,207
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,9744,11,Entire home/apt,135,5,162
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,29,Private room,130,14,0
51485,Lower East Side $57~/night,236655,24,Private room,83,1,7
51572,Prime Location in Manhattan,237329,15,Private room,123,1,328
51850,( F) Excellent/Pvt Rm,27848,47,Private room,55,2,365
53137,"Quiet, sunny Midtown Manhattan apt.",240360,8,Entire home/apt,195,5,0
53196,Big Room/Washer-Dryer/Wifi/AC/JMZ,247432,7,Private room,80,2,0
53469,cozy studio with parking spot,204539,48,Entire home/apt,98,30,240
53470,Clean and convenient 2BR apartment,204539,45,Private room,140,7,365
53477,3 floors of luxury!,204539,48,Entire home/apt,265,7,365
54158,The Institute—Heart of Williamsburg,10889,13,Entire home/apt,249,2,164
54453,MIDTOWN WEST - Large alcove studio,255583,8,Shared room,105,6,363
54466,Beautiful Uptown Manhattan apartmnt,253385,3,Private room,200,30,365
54508,Sml Rm in pr Brst  Park Sl great for Med/students,210746,30,Private room,100,2,250
54544,City Room - Private Penthouse Apt.,256161,3,Entire home/apt,121,1,247
54626,Cozy bedroom by Yankee Stadium,190409,43,Private room,45,1,323
54860,Great apartment with private bathroom and entrance,258164,5,Private room,100,5,192
55467,Private Garden Apt • New Renovation,260709,13,Entire home/apt,140,2,125
55498,Modern comfort in art infused landmark Brownstone,262138,7,Private room,71,2,91
55668,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",88209,49,Private room,130,2,75
55737,Sleek & Comfortable Soho Apt,263414,12,Entire home/apt,199,5,286
55959,Spacious Williamsburg Share w/ LOFT BED,168525,13,Private room,69,4,60
55982,Cozy 2 br in sunny Fort Greene apt,264928,14,Private room,68,3,0
56467,Cozy East Village Railroad 1 Bed!,267593,20,Entire home/apt,130,1,192
56525,1 Bedroom Loft w/ Private Roof Deck,268014,21,Entire home/apt,195,2,58
56859,City Room - Private & Comfy Bedroom,256161,3,Private room,64,1,245
57166,Elegant NYC Pad,272006,50,Entire home/apt,140,2,292
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,37,Entire home/apt,159,2,279
57468,"Modern, Large East Village Loft",239208,20,Entire home/apt,189,3,0
57618,"Great new apt, close to everything",274557,8,Entire home/apt,250,3,3
57740,Quiet & Clean Retreat in the City,275459,20,Entire home/apt,239,3,351
57754,Stylish Large Gramercy Loft!,275578,51,Entire home/apt,305,2,201
57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,3,Entire home/apt,155,3,232
58059,PRIVATE Room on Historic Sugar Hill,277379,3,Private room,60,1,258
58062,South Slope Green,277394,18,Private room,135,2,272
58467,"17 Flr. Manhattan Views, Nr. Subway",279797,52,Private room,120,7,341
59014,"Spacious 1BR, Adorable Clean Quiet",282927,24,Entire home/apt,150,3,244
59121,"Nice, clean, safe, convenient 3BR",204539,45,Entire home/apt,140,14,365
59642,Franklin St Flat in Trendy Greenpoint Brooklyn,274782,21,Entire home/apt,135,2,12
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,10,Entire home/apt,250,4,265
59855,One bedroom Apt. in NYC,288031,2,Entire home/apt,250,30,0
60164,"Beautiful, elegant 3 bed SOHO loft",289653,28,Entire home/apt,500,4,329
60457,Spacious Greenwich Village Apt,99212,53,Entire home/apt,225,5,91
60611,SpaHa Studio Monthly Rental,292204,5,Entire home/apt,125,28,365
60666,City Room - Private Luxury Suite,256161,3,Private room,92,1,253
60673,Private Room/bath Luxurious Harlem,249372,3,Private room,175,2,365
60680,The gem of the East Village,292630,20,Entire home/apt,99,2,320
60794,"Bright and spacious, garden below!",293394,9,Entire home/apt,195,4,0
60948,ACCOMMODATIONS GALORE #2,126607,5,Entire home/apt,140,3,192
61167,Colorful Private One Bedroom Apt,295760,54,Entire home/apt,135,2,0
61224,Huge Chelsea Loft,291112,15,Entire home/apt,500,2,348
61406,Great room in great location,297176,3,Private room,80,14,0
61492,Exclusive Room with Private Bath in  LES,297769,10,Private room,120,4,353
61509,"Quiet, clean midtown apt w. elevato",23619,2,Entire home/apt,110,200,140
62095,BK Sweet Suite w/Kitchen&FullBath,281764,55,Entire home/apt,65,3,2
62427,Great East Village Apartment Rental,303882,20,Entire home/apt,130,50,56
62430,BROWNSTONE SUNDRENCHED BEAUTY,197755,22,Entire home/apt,99,3,68
62452,A SpeciaL!! Private Room in NY,303939,56,Private room,36,2,360
62461,B NYC Staten Alternative...,303939,56,Private room,37,2,0
62787,C Private Room By The Ferry,303939,56,Private room,37,2,320
62891,Smallest House In The Village,306545,20,Entire home/apt,175,3,326
62903,Beautiful modern studio apartment in heart of NYC,306605,15,Entire home/apt,205,9,76
62925,Beautiful Landmarked Duplex,306739,21,Entire home/apt,285,3,279
63299,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,308875,13,Private room,59,2,15
63320,D Private Che@p Room 2 Explore NYC,303939,56,Private room,36,2,340
63360,Safe cute near subway& Manhattan NY NY retro style,307962,57,Entire home/apt,99,5,226
63546,Large and Cozy Private Bedroom,308652,1,Private room,39,1,365
63573,Small tidy bedroom in duplex,310458,17,Private room,60,14,0
63588,LL3,295128,58,Private room,90,2,349
63610,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,310670,59,Entire home/apt,105,2,365
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,7,Entire home/apt,135,2,11
63693,Cottage in the Village,306545,20,Entire home/apt,390,5,316
63719,BEDROOM1 FOR RENT 10min from Manhan,311286,7,Private room,70,3,281
63913,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",312288,19,Private room,75,7,323
64000,Williamsburg near soho. / loftbed,312722,13,Private room,60,17,362
64015,Prime East Village 1 Bedroom,146944,20,Entire home/apt,200,3,0
64107,BROOKLYN  STUDIO APARTMENT,313317,16,Private room,100,3,301
64277,BEDROOM2 FOR RENT  10min from Manh,311286,7,Private room,70,4,189
64314,cozy bedroom in lovely garden apt,314256,16,Private room,110,6,0
64365,Crown Heights Garden Apt.,314582,16,Private room,60,2,287
64707,Amazing  Sunny & Breezy Home In the Heart of  NYC,7310,54,Entire home/apt,90,14,14
64837,ENJOY Downtown NYC!!,46978,20,Private room,68,2,86
65019,Charming UWS Treehouse Apt,317809,9,Entire home/apt,115,2,261
65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,7,Private room,75,5,68
65556,"Room in S3rd/Bedford, Williamsburg",320422,13,Private room,60,3,0
65562,CHARMING EAST VILLAGE 2 (or 1) BR,320450,20,Entire home/apt,129,7,231
65615,Farmhouse Apartment in Williamsburg,320761,13,Entire home/apt,130,10,152
65660,Bright+Spacious Williamsburg Abode!,320538,13,Entire home/apt,95,4,46
65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,3,Private room,75,3,364
65834,Beautiful 1 Bedroom Apt Park Slope,321934,17,Entire home/apt,175,2,246
66008,CHARMING CARROLL GARDENS APT.,322884,34,Entire home/apt,190,3,288
66026,Private Bedroom Brownstone Brooklyn,322716,16,Private room,49,21,331
66251,East Village Loft with Piano & Patio,324460,20,Entire home/apt,212,3,51
66275,Lower East Side Magic Room,314941,24,Private room,95,1,364
66451,**Fantastic Williamsburg Apt**,325389,13,Entire home/apt,140,2,254
66718,West Harlem Home Base - Eco-Apt.,136227,3,Entire home/apt,135,6,189
66741,Charming Garden Apt in Park Slope,327673,17,Entire home/apt,150,2,263
66974,"Lovely, Modern, Garden Apartment",329436,35,Entire home/apt,190,3,258
67288,Central Park 1BR sunny condo,101597,5,Entire home/apt,124,28,103
67299,Cozy Garden Apartment  in Williamsburg,330347,13,Entire home/apt,135,30,42
67397,SoHa comfort-by NW Central Park!,332189,46,Private room,122,3,246
68099,Cozy room in Upper West Side,323517,9,Private room,109,1,364
68305,Cozy Private Room in Apartment,338454,3,Private room,85,30,318
68403,The Cozy Brownstone Inn (discount)!,240427,7,Entire home/apt,145,3,72
68735,Prewar Penthouse w Private Terrace,342054,9,Entire home/apt,195,11,249
68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,34,Entire home/apt,250,2,272
68900,Bright Beautiful Brooklyn,343250,21,Private room,125,3,325
68974,Unique spacious loft on the Bowery,281229,54,Entire home/apt,575,2,298
69894,"Nice renovated apt, prime location!",352168,9,Entire home/apt,150,30,35
69921,Brooklyn Writer's Nook,155689,22,Private room,70,5,203
70095,Private Bedroom in Large NYC Apartment,353965,19,Private room,90,2,132
70128,"Large, Sunny Room East Village NYC",354330,20,Private room,65,3,5
70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,20,Entire home/apt,500,2,297
71010,All That Jazz. Uptown style on Sugar Hill.,361855,31,Entire home/apt,250,3,276
71248,Bright and lovely 1 bdrm apt in LES,363834,10,Entire home/apt,125,25,102
71366,Beautiful One Bed West Village - 4 Month Special,364955,12,Entire home/apt,200,30,251
71384,Gigantic Private Brooklyn Loft!,365153,21,Entire home/apt,229,1,188
71812,Condo Apartment with laundry in unit,369015,60,Entire home/apt,90,30,346
72190,1BR: See Central Park from Terrace!,373085,9,Entire home/apt,110,13,0
72265,Private room in cozy Greenpoint,340692,21,Private room,59,3,15
74073,Food & Music Dream Apartment in Williamsburg,211877,13,Entire home/apt,195,4,71
74240,French Garden cottage off Bedford,389924,13,Entire home/apt,169,1,215
74333,Alcove Studio w/ outdoor Patio Deck,331328,5,Entire home/apt,113,14,253
74404,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,391325,3,Entire home/apt,250,14,78
74680,One Bedroom Mini studio - Free WIFI,265109,57,Entire home/apt,115,2,257
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,21,Private room,55,2,0
75193,BROOKLYN > Guest Room w/ King Bed in Williamsburg,308875,13,Private room,69,2,8
75635,Bright Cozy Chinatown Studio Apt.,401696,24,Entire home/apt,150,3,191
76761,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,118971,11,Entire home/apt,169,2,182
77765,Superior @ Box House,417504,21,Private room,179,3,79
77936,Hells Kitchen Garden of Eden,134355,8,Private room,150,3,49
78919,"Historic House Boerum Hill, BK, NYC",422561,39,Entire home/apt,135,4,0
79067,Lovely 3 bedroom in Italianate Brownstone w/garden,425506,4,Entire home/apt,350,6,156
79782,"Williamsburg HUGE, PRIVATE BATH - Next to Train!",430188,13,Private room,120,14,343
80493,Cozy room in East Village with AC,434987,20,Private room,71,2,200
80684,Duplex w/ Terrace @ Box House Hotel,417504,21,Private room,349,3,60
80700,Loft w/ Terrace @ Box House Hotel,417504,21,Private room,349,3,60
80924,Spacious 3 Bedroom Duplex in Park Slope,438133,17,Entire home/apt,165,30,189
81739,Loft w/ Terrace @ Box House Hotel,417504,21,Private room,249,3,60
82549,Columbia Castle in Brooklyn Heights,448312,33,Private room,100,3,0
82550,Columbia Castle 2 BR,448312,33,Entire home/apt,200,3,106
82638,"Charming Artist's Flat, East Village",449787,20,Entire home/apt,169,4,276
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,7,Entire home/apt,185,3,248
83243,Brooklyn Cove Studio Apt w/ Garden!!,453519,22,Entire home/apt,65,2,194
83446,"Ft. Greene garden gem, large and convenient",454756,14,Entire home/apt,130,35,135
83722,Williamsburg penthouse with private roof cabana,456638,13,Entire home/apt,199,30,30
83847,East Village Designer's 1-BR APT,410094,20,Entire home/apt,225,2,0
84010,Superior @ Box House,417504,21,Private room,179,3,81
84059,So Much Room in Brooklyn,459054,16,Entire home/apt,150,5,0
84659,Large Studio--Heart of East Village,462776,20,Entire home/apt,139,1,142
84905,Huge.Bright.Clean.Safe. Private Room,464506,61,Private room,95,3,60
85094,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,322716,16,Entire home/apt,79,15,179
86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,24,Entire home/apt,150,2,52
89427,The Brooklyn Waverly,116599,4,Entire home/apt,650,5,365
89621,"WONDERFUL, COMFORTABLE STUDIO",209460,7,Entire home/apt,90,3,324
93313,MAISON DES SIRENES 2,25183,7,Entire home/apt,120,2,237
94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,57,Private room,80,1,365
94209,LARGE 1BR (CONV 2BR) CROWN HEIGHTS,503800,16,Entire home/apt,100,90,365
94477,The Vernon On Greene,478395,7,Entire home/apt,175,2,204
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,16,Entire home/apt,120,5,272
95747,Lovely 1BR in Tree-lined WBurg,509341,13,Entire home/apt,140,7,0
95883,Spacious Loft in Clinton Hill,509918,7,Entire home/apt,200,5,9
96471,"The Brooklyn Waverly, One Bedroom",116599,4,Private room,165,4,365
98330,LOVELY APARTMENT IN THE HEART OF NY,31374,27,Entire home/apt,125,4,181
98663,Groovy NYC Chelsea Pad,520279,15,Entire home/apt,130,30,189
99070,Comfortable Cozy Space in El Barrio,522065,5,Shared room,65,7,0
99085,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,522164,14,Entire home/apt,123,30,189
100002,"MANHATTAN Neat, Nice, Bright ROOM",523218,31,Private room,67,2,296
